ID;Ring;Recapture;Date;Site;Xcoord;Ycoord;Sex;Repro;Age;AB;Mass;Spx_tot;Nyct_tot;Tiques;Infect_Status;N.Run;ID;meanCT_Poly;meanQuantity_Poly;meanCT_Bat;meanQuantity_Bat
596;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;F;O;AD;38.2;06.juin;2;5;NA;Infecte;3+5OnlyBat;596;28.5835;2.6190220186415E-08;21.705;3.51588277939529E-07
597;NO;R;03.08.2023;Dorigny;46.521435;6.583685;F;L;SAD;36.9;06.sept;7;6;NA;Infecte;Repassage1;597;33.0135;9.45243018246781E-10;23.398;1.73060289106837E-07
598;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;37;06.avr;8;10;NA;Infecte;3+5OnlyBat;598;26.63;9.0673849562497E-08;20.3055;8.59285628946897E-07
599;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.6;06.juil;19;5;NA;Infecte;4;599;28.933;1.18689056851262E-08;20.3275;1.15300024384266E-06
600;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;F;L;SAD;38.6;08.févr;14;8;NA;NoInfect;3+5OnlyBat;600;#DIV/0!;0,00E+00;20.321;8.5082287352239E-07
601;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;39.7;7;8;13;NA;Infecte;3+5OnlyBat;601;23.929;5.04896837542426E-07;20.969;5.62520893337466E-07
602;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;M;NR;SAD;39.3;06.sept;3;8;NA;NoInfect;4;602;#DIV/0!;0,00E+00;25.1095;6.01317824068949E-08
603;A2357;R;03.08.2023;Dorigny;46.521435;6.583685;M;NR;AD;37.8;07.avr;0;0;NA;NoInfect;4;603;#DIV/0!;0,00E+00;21.7705;4.7288831597464E-07
604;NO;NO;03.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;38.9;06.juin;4;13;NA;Infecte;4;604;19.8475;4.51632900959977E-06;17.4305;6.90115328456459E-06
605;NO;R;07.08.2023;MaisonRiviere;46.492772;6.479149;F;L;SAD;37.1;07.juin;12;10;NA;Infecte;4;605;29.6925;7.22278875745156E-09;20.673;9.31434586878781E-07
606;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;SAD;38;06.sept;13;12;NA;Infecte;4;606;20.231;3.51453320813524E-06;14.5665;0.0000404726850254077
607;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;JUV;37;07.janv;7;13;NA;Infecte;4;607;24.7415;1.84009198742658E-07;17.96;4.97609212429818E-06
608;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;AD;35.8;06.avr;3;6;NA;NoValeur;repassage2;608;34.5075;NA;19.028;2.57281006062801E-06
609;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;JUV;37.1;06.juil;7;8;NA;Infecte;4;609;17.8445;0.0000167362460354131;15.0155;0.0000306705880622892
610;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;38.4;07.févr;6;11;NA;Infecte;Repassage1;610;30.523;4.87448863080788E-09;17.5295;6.49181118485624E-06
611;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;F;PL;AD;36.6;07.avr;6;7;NA;NA;NA;NA;NA;NA;NA;NA
612;NO;NO;07.08.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;36.7;06.juil;0;2;NA;NoInfect;4;612;#DIV/0!;0,00E+00;21.3225;6.23634679184757E-07
613;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;AD;38;06.sept;4;3;NA;NoInfect;3;613;18.7235;0,00E+00;15.7985;0.0000206726963988837
614;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;39;06.mai;7;7;NA;Infecte;2;614;20.607;3.34940751001513E-06;17.921;3.44403855382093E-06
615;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;38.2;6;1;3;NA;Infecte;2;615;21.939;1.52709775041306E-06;17.213;5.42490852102377E-06
616;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;SAD;40;06.mai;4;5;NA;Infecte;2;616;24.4975;3.37816748867095E-07;17.1795;5.54279857945037E-06
617;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;AD;38.3;8;3;6;NA;NoInfect;2;617;0;0,00E+00;17.977;3.32246506888557E-06
618;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;36;04.août;0;0;NA;NoInfect;1;618;16.7675;0,00E+00;21.491;7.30080161639209E-07
619;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;SAD;37.2;06.juil;1;5;NA;Infecte;2;619;26.344;1.13717123158294E-07;17.2275;5.37466215955432E-06
620;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;AD;38.5;07.mars;1;9;NA;Infecte;1;620;30.4775;1.35632726893029E-08;20.594;9.43680921210428E-07
621;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;AD;37.7;06.juin;2;5;NA;NA;NA;NA;NA;NA;NA;NA
622;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;SAD;38.3;07.févr;7;4;NA;NoInfect;1;622;32.9515;0,00E+00;18.6305;3.34238092450292E-06
623;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;AD;37.4;06.sept;2;4;NA;Infecte;2;623;27.039;7.54829581466405E-08;18.508;2.36301845034264E-06
624;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;SAD;38.2;07.avr;2;8;NA;Infecte;repassage2;624;28.4995;2.69523734102752E-08;16.3295;0.0000171941264750403
625;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;AD;38.5;7;3;8;NA;Infecte;Repassage1;625;32.0235;1.81436331535241E-09;25.8315;2.14960102015337E-08
626;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;AD;38.3;07.juin;5;10;NA;NoInfect;2;626;0;0,00E+00;15.2485;0.0000191386776902263
627;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;SAD;35.8;06.mars;1;5;NA;Infecte;2;627;26.074;1.33342314684276E-07;16.4155;9.05026076137636E-06
628;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;SAD;37.7;7;2;9;NA;Infecte;3+5OnlyBat;628;25.518;1.83863174541545E-07;17.625;3.04094806983616E-06
629;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;39.1;06.mars;5;5;NA;Infecte;3;629;19.7275;4.16589614112467E-06;16.3655;0.0000145109864588338
630;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;SAD;36.3;06.févr;2;4;NA;NA;NA;NA;NA;NA;NA;NA
631;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;AD;38.2;7;16;4;NA;NoInfect;2;631;37.907;0,00E+00;20.282;7.56904781232123E-07
632;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;36.1;06.sept;2;8;NA;NoInfect;2;632;37.693;0,00E+00;21.497;3.47066332100159E-07
633;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;AD;38;07.mai;2;1;NA;NA;NA;NA;NA;NA;NA;NA
634;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;SAD;38.8;06.juil;3;4;NA;NA;NA;NA;NA;NA;NA;NA
635;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;SAD;36.4;7;7;8;NA;NA;NA;NA;NA;NA;NA;NA
636;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;JUV;37.6;05.août;2;3;NA;Infecte;2;636;31.3585;5.91157147592279E-09;22.868;1.43981091860909E-07
637;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;SAD;37.7;06.juil;2;3;NA;Infecte;Repassage1;637;24.375;2.79582701817539E-07;21.036;4.66547988223446E-07
638;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;AD;37;06.juil;3;2;NA;NoInfect;1;638;34.5095;0,00E+00;19.8405;2.00493338181817E-06
639;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;39.8;06.janv;0;3;NA;Infecte;1;639;20.8535;0.0000044915466547683;16.343;0.0000170526390769749
640;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;PL;AD;38;07.janv;6;2;NA;NoInfect;1;640;18.667;0,00E+00;16.078;0.0000200554704957368
641;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;JUV;37;06.juin;4;3;NA;NoInfect;3;641;38.217;0,00E+00;18.9105;0.0000029635214708494
642;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;SAD;37.8;06.juil;2;0;NA;Infecte;2;642;32.396;3.20640166771213E-09;23.1915;1.16988672434514E-07
643;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;37.8;06.mars;6;7;NA;Infecte;2;643;22.2225;1.29201514840782E-06;17.969;3.33956636272052E-06
644;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;AD;37.2;7;1;2;NA;NoInfect;4;644;37.756;0,00E+00;17.252;7.70553105536585E-06
645;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;O;JUV;38.3;05.mai;3;0;NA;NoInfect;2;645;18.307;0,00E+00;19.1395;1.57566456429891E-06
646;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;JUV;37.8;06.avr;5;4;NA;NA;NA;NA;NA;NA;NA;NA
647;NO;NO;08.08.2023;Cully;46.486734;6.730492;M;NR;JUV;36.6;06.janv;1;9;NA;NA;NA;NA;NA;NA;NA;NA
648;NO;NO;08.08.2023;Cully;46.486734;6.730492;F;L;SAD;38.5;07.avr;1;2;NA;Infecte;2;648;28.0505;4.15740202301648E-08;17.509;4.48637122284848E-06
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;SAD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;SAD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;SAD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;SAD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;NA;JUV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;NA;JUV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;JUV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;JUV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;AD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NA;AD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
649;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;36.5;07.janv;4;3;NA;NoInfect;1;649;34.579;0,00E+00;16.357;0.0000144543977074593
650;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NR;JUV;37.7;07.août;1;2;NA;NoInfect;1;650;31.8505;0,00E+00;20.5455;9.7362475685754E-07
651;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;SAD;38.6;07.juin;5;3;NA;Infecte;1;651;27.6225;7.58476960683294E-08;17.8715;5.44958757834613E-06
652;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;38.5;08.juin;4;6;NA;NoInfect;2;652;0;0,00E+00;16.9955;6.23750846864447E-06
653;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NR;SAD;39.1;07.sept;2;6;NA;NoInfect;1;653;39.2965;0,00E+00;24.327;1.28681529655195E-07
654;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;38.7;07.avr;1;3;NA;Noinfect;Repassage1;654;35.2045;0,00E+00;25.172;3.28219964692378E-08
655;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;AD;39.2;11.janv;2;7;NA;Infecte;Repassage1;655;30.366;5.40552062310159E-09;19.41;2.60935854615223E-06
656;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;37.7;06.août;0;6;NA;NoInfect;1;656;38.761;0,00E+00;22.7915;3.29364484849345E-07
657;NO;R;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;36.3;07.janv;3;3;NA;NoInfect;1;657;37.325;0,00E+00;20.503;1.00064428721019E-06
658;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NR;AD;37.3;07.juil;0;3;NA;Noinfect;Repassage1;658;34.4665;0,00E+00;20.8665;1.06997264373689E-06
659;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;NR;AD;36.6;07.avr;1;1;NA;Infecte;2;659;25.2965;2.10897631767757E-07;18.677;2.12014548479105E-06
660;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;38.3;07.mai;1;1;NA;NoInfect;1;660;35.3005;0,00E+00;20.5155;9.92620446526299E-07
661;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;38;07.août;3;7;NA;Infecte;1;661;26.7795;1.26090046966807E-07;19.6535;0.0000022480581931644
662;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;36.3;07.févr;1;5;NA;NA;NA;NA;NA;NA;NA;NA
663;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;SAD;38;8;6;6;NA;Infecte;2;663;26.005;1.3887934003775E-07;19.8735;9.83768645276953E-07
664;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;JUV;37.9;07.juil;1;1;NA;Infecte;3;664;26.0355;7.10028173681388E-08;18.705;3.36910255852814E-06
665;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;PL;AD;37.1;08.mai;14;3;NA;NA;NA;NA;NA;NA;NA;NA
666;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;37.5;08.mars;1;3;NA;NoInfect;2;666;0;0,00E+00;25.8445;2.13174214375885E-08
667;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;AD;38.8;09.févr;1;5;NA;NoInfect;2;667;37.6065;0,00E+00;19.611;1.16426947633425E-06
668;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;F;O;JUV;38.8;07.avr;11;9;NA;Infecte;Repassage1;668;30.095;6.46181754352107E-09;22.9055;2.1293730257309E-07
669;NO;R;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;36.2;08.avr;1;5;NA;NoInfect;3;669;0;0,00E+00;18.461;3.92334787275132E-06
670;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;38.7;08.avr;0;9;NA;NoInfect;2;670;0;0,00E+00;20.444;6.82167063551459E-07
671;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;AD;37.1;08.mars;2;14;NA;NoInfect;2;671;18.389;0,00E+00;20.056;8.75042174990679E-07
672;NO;NO;09.08.2023;Rossinière;46.466044;7.050061;M;R;SAD;37.9;07.août;2;1;NA;Infecte;2;672;26.5355;1.01574845770788E-07;18.0335;3.20415479805748E-06
673;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;NR;AD;38.3;07.juin;7;3;NA;NoInfect;2;673;0;0,00E+00;16.363;9.36037395566461E-06
674;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;O;JUV;40.5;07.juil;16;9;NA;Infecte;2;674;21.195;2.36805511105819E-06;16.396;9.16422777895979E-06
675;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;NR;AD;37.1;07.févr;2;3;NA;NoInfect;3;675;37.43;0,00E+00;16.003;0.0000181954185166483
676;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;NR;JUV;36.7;07.févr;2;8;NA;Infecte;1;676;21.047;0.0000039969452660853;15.4295;0.0000298273428832562
677;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;SAD;37.6;07.janv;4;5;NA;Infecte;1;677;29.8905;1.93227818912972E-08;17.413;8.85866790410083E-06
678;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;NR;JUV;37.6;7;4;8;NA;Infecte;1;678;25.2275;3.21417792175259E-07;19.693;1.68598282760958E-06
679;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;36.1;06.juin;4;4;NA;NoInfect;2;679;0;0,00E+00;18.3115;2.68060608362558E-06
680;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;36.5;06.juil;2;5;NA;NoInfect;1;680;34.419;0,00E+00;18.535;4.45782286041971E-06
681;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;PL;AD;35.8;06.août;5;7;NA;Infecte;3;681;30.906;3.06085280185118E-09;18.363;4.17082801954935E-06
682;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;PL;SAD;38.9;8;7;6;NA;NA;NA;NA;NA;NA;NA;NA
683;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;PL;AD;39.2;8;9;4;NA;NoInfect;1;683;18.926;0,00E+00;17.969;5.11788955021073E-06
684;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;SAD;35.9;06.janv;0;3;NA;NoInfect;1;684;38.1715;0,00E+00;16.7075;0.0000136427414301576
685;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;37.7;07.mai;0;2;NA;NoInfect;2;685;0;0,00E+00;18.8745;1.86775999970343E-06
686;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;37.7;07.mai;5;6;NA;NoInfect;2;686;0;0,00E+00;17.636;4.13522783593978E-06
687;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;36.8;07.janv;4;1;NA;Infecte;2;687;29.7235;1.55023281968607E-08;17.3265;5.04381556255637E-06
688;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;PL;AD;37.6;08.mars;2;7;NA;NoInfect;1;688;35.4945;0,00E+00;18.0705;5.92371785064553E-06
689;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;36.9;06.sept;0;1;NA;Infecte;3;689;28.959;1.0756705592986E-08;17.304;8.07777866346107E-06
690;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;M;R;AD;37.4;06.mai;5;6;NA;NoInfect;1;690;38.3165;0,00E+00;19.273;2.20971195003815E-06
691;NO;NO;10.08.2023;VufflenslaVille;46.576518;6.532317;F;O;JUV;39.3;07.mai;3;3;NA;Infecte;1;691;28.299;5.04431014072884E-08;19.435;2.56973510397433E-06
692;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;38.6;09.mars;2;3;NA;NoInfect;2;692;0;0,00E+00;18.272;0.0000027494252544681
693;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.8;08.avr;1;2;NA;NoInfect;1;693;17.682;0,00E+00;19.23;2.91326940944627E-06
694;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;PL;AD;38.1;08.sept;8;11;NA;NA;NA;NA;NA;NA;NA;NA
695;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;PL;AD;38.5;08.sept;9;4;NA;Infecte;1;695;33.2225;2.59173112895451E-09;15.408;0.0000266351131120343
696;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.4;06.août;3;2;NA;NoInfect;1;696;34.753;0,00E+00;16.9305;0.0000119021294034007
697;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.9;09.juin;5;3;NA;Noinfect;Repassage1;697;33.7935;0,00E+00;16.9365;6.47820742462756E-06
698;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.7;09.janv;0;2;NA;NoInfect;2;698;0;0,00E+00;16.293;9.79045049093781E-06
699;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;O;JUV;36.4;8;2;7;NA;Infecte;2;699;33.9415;1.28897138995792E-09;16.134;0.0000108421910787367
700;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;PL;AD;37.8;07.août;5;7;NA;NoInfect;1;700;35.4525;0,00E+00;15.353;0.0000312571584968823
701;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;O;AD;38.4;06.sept;3;5;NA;Infecte;1;701;30.891;1.05703672383195E-08;16,00;0.0000210361620247161
702;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;PL;AD;38.7;08.juil;5;7;NA;Infecte;Repassage1;702;31.8825;1.99093033617342E-09;18.271;5.23960135300264E-06
703;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;O;JUV;37.4;07.janv;3;9;NA;Infecte;2;703;24.793;2.83797759735622E-07;15.8495;0.0000130139502323811
704;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;PL;AD;37.7;08.sept;5;14;NA;NoInfect;4;704;35.202;0,00E+00;18.5725;3.40871900286059E-06
705;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;37.6;07.mai;2;4;NA;NoInfect;4;705;#DIV/0!;0,00E+00;19.1085;2.44801670849713E-06
706;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.5;08.avr;3;7;NA;NoInfect;4;706;39.819;0,00E+00;15.865;0.0000181489678507818
707;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.5;07.mars;2;3;NA;plusADN;Repassage1;707;32.5985;NA;21.143;6.96753885297808E-07
708;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;L;AD;38.8;08.juil;7;3;NA;Infecte;repassage2;708;28.671;2.39553756252318E-08;15.9055;0.0000150995236752546
709;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;37.9;09.avr;4;8;NA;NoInfect;4;709;#DIV/0!;0,00E+00;25.59;4.46904360633527E-08
710;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;SAD;36.9;06.mars;7;3;NA;NoInfect;4;710;#DIV/0!;0,00E+00;23.254;1.89157704189248E-07
711;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;38.1;8;4;2;NA;Infecte;repassage2;711;28.69;2.36445658044113E-08;16.401;0.0000110423342399661
712;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;F;O;SAD;38;08.févr;3;2;NA;Infecte;repassage2;712;33.299;9.95200184272358E-10;17.0365;7.39197152495423E-06
713;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;SAD;35.9;07.janv;4;5;NA;plusADN;Repassage1;713;33.615;NA;17.5705;6.32947991020993E-06
714;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;37.3;9;5;3;NA;noInfect;repassage2;714;38.1225;0,00E+00;16.6685;9.32594423080087E-06
715;NO;NO;15.08.2023;Yvonand;46.799292;6.739669;M;R;AD;36.6;08.juil;0;6;NA;Infecte;repassage2;715;31.3465;3.80843255278647E-09;15.7645;0.0000165057690913648
716;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;SAD;38.3;08.juil;2;2;NA;Infecte;Repassage1;716;32.1665;1.65127865134048E-09;16.955;9.25699346379651E-06
717;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;NR;JUV;37.1;08.févr;4;4;NA;Infecte;4;717;20.173;0.0000036503982221346;16.9055;9.54438290242012E-06
718;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;39;08.août;0;4;NA;NoInfect;4;718;36.941;0,00E+00;18.3085;4.01242245630834E-06
719;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;PL;AD;38;09.août;3;2;NA;Infecte;4;719;25.8475;8.92738421121465E-08;15.321;0.0000253965473284787
720;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;37.4;08.févr;1;0;NA;Infecte;repassage2;720;30.146;8.69169499019903E-09;15.7955;0.0000161857674654535
721;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;AD;38.9;11.janv;2;5;NA;noInfect;repassage2;721;38.244;0,00E+00;15.3145;0.000021931013107451
722;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;AD;37.9;10.août;1;4;NA;NoInfect;4;722;#DIV/0!;0,00E+00;21.0805;7.24176488378595E-07
723;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;37.4;07.mars;1;2;NA;Infecte;repassage2;723;26.857;8.3348065123302E-08;16.698;0.0000091538070817622
724;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;NR;JUV;36.5;07.mars;6;9;NA;Infecte;4;724;30.4165;4.49864280135731E-09;24.613;8.17119185718328E-08
725;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;SAD;38.8;08.août;1;4;NA;Infecte;repassage2;725;30.189;8.43856610213849E-09;19.8205;1.27404205240606E-06
726;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;PL;AD;37.9;09.mars;3;5;NA;noInfect;repassage2;726;38.236;0,00E+00;15.211;0.0000234124017667828
727;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;38.1;11.août;2;3;NA;Infecte;4;727;33.361;6.55863413901648E-10;20.291;1.17928879380219E-06
728;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;SAD;36.8;06.sept;3;2;NA;NoInfect;4;728;38.751;0,00E+00;19.229;2.27243472088439E-06
729;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;38.8;07.avr;3;1;NA;NoInfect;4;729;35.2805;0,00E+00;16.8275;0.0000100154530830007
730;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;37;07.avr;2;5;NA;NA;NA;NA;NA;NA;NA;NA
731;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;JUV;37.9;07.mai;5;6;NA;Infecte;repassage2;731;23.425;8.8180617216817E-07;18.261;3.41124397115153E-06
732;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;NR;JUV;37.1;06.juil;9;8;NA;Infecte;4;732;24.6375;1.96959347829921E-07;19.541;1.87413309205778E-06
733;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;36.9;07.juil;3;2;NA;NoInfect;4;733;39.794;0,00E+00;17.2855;7.54773291218466E-06
734;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;JUV;37.8;07.juil;22;10;NA;Infecte;4;734;24.406;2.29152692506028E-07;19.9015;1.50002944926576E-06
735;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;JUV;38.8;07.août;7;10;NA;NA;NA;NA;NA;NA;NA;NA
736;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;37.5;07.avr;0;2;NA;noInfect;repassage2;736;38.0355;0,00E+00;17.664;4.97340546510916E-06
737;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;SAD;37.8;07.mars;3;2;NA;Infecte;4;737;24.817;0.0000001751446042128;16.911;9.51201512518667E-06
738;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;AD;37.1;7;2;3;NA;Infecte;4;738;29.6645;7.35626218670312E-09;20.334;1.14838057280092E-06
