ID;Ring;Recapture;Date;Site;Xcoord;Ycoord;Sex;Repro;Age;AB;Mass;Spx_tot;Nyct_tot;Tiques;Infect_Status;N.Run;ID;meanCT_Poly;meanQuantity_Poly;meanCT_Bat;meanQuantity_Bat
739;NO;NO;16.08.2023;LePont;46.667738;6.324510;M;R;SAD;36.7;06.juin;2;2;NA;noInfect;repassage2;739;37.2625;0,00E+00;19.0345;2.09296747516319E-06
740;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;PL;AD;37.7;9;4;8;NA;NoInfect;4;740;#DIV/0!;0,00E+00;17.734;5.72151089955939E-06
741;NO;NO;16.08.2023;LePont;46.667738;6.324510;F;O;JUV;37.6;07.août;4;1;NA;Infecte;4;741;30.438;4.43583405836949E-09;18.745;3.06421858622187E-06
742;NO;R;22.08.2023;Dorigny;46.521435;6.583685;M;R;AD;38.5;07.févr;0;9;NA;NoInfect;4;742;#DIV/0!;0,00E+00;19.1215;2.42843930375837E-06
743;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;R;SAD;36.4;06.juin;2;3;NA;Infecte;4;743;32.22;1.3831493318519E-09;14.9595;0.000031749987762153
744;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.9;07.avr;7;7;NA;Infecte;4;744;22.4155;8.42262211123703E-07;14.488;0.0000424833625853485
745;NO;R;22.08.2023;Dorigny;46.521435;6.583685;F;PL;AD;38.5;09.juin;6;10;NA;NoInfect;4;745;37.1905;0,00E+00;15.0905;0.0000292822252624978
746;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;35.5;06.juin;5;27;NA;Infecte;4;746;23.377;4.4912940048981E-07;14.0165;0.0000568452532983211
747;NO;R;22.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;36.8;07.mars;0;15;NA;Infecte;4;747;31.941;1.65999937255267E-09;24.8255;7.16612426393193E-08
748;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;39;07.janv;9;11;NA;Infecte;4;748;25.1175;1.4389698346899E-07;16.245;0.0000143522701645586
749;A2357;R;22.08.2023;Dorigny;46.521435;6.583685;M;NR;AD;37.6;08.sept;0;0;NA;NoInfect;4;749;#DIV/0!;0,00E+00;19.054;2.53182379027416E-06
750;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;R;SAD;35.8;06.janv;7;9;NA;plusADN;repassage2;750;#DIV/0!;NA;15.5105;0.000022591399368156
751;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;R;AD;37.5;07.avr;4;6;NA;plusADN;Repassage1;751;31.878;NA;23.908;1.26297527860062E-07
752;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.2;06.juil;4;9;NA;Infecte;3+5OnlyBat;752;21.448;2.44446218987811E-06;16.432;0.0000101934094078186
753;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;R;JUV;37.2;7;4;7;NA;Infecte;3+5OnlyBat;753;21.9715;1.75246727633706E-06;15.213;0.0000222007254383539
754;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.2;09.avr;5;14;NA;Infecte;4;754;28.6285;1.44841092557675E-08;16.806;0.000010149339222899
755;NO;R;22.08.2023;Dorigny;46.521435;6.583685;M;R;SAD;39.1;06.août;1;6;NA;NoInfect;4;755;#DIV/0!;0,00E+00;16.454;0.0000126141609801759
756;NO;R;22.08.2023;Dorigny;46.521435;6.583685;M;R;JUV;37.8;08.févr;6;3;NA;NoInfect;4;756;#DIV/0!;0,00E+00;15.4835;0.0000229713025747925
757;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;M;NR;JUV;38;07.mai;10;20;NA;Infecte;3+5OnlyBat;757;25.1195;2.36873698735457E-07;15.2675;0.0000214414161722735
758;NO;NO;22.08.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.5;08.juil;4;7;NA;Infecte;3+5OnlyBat;758;22.431;1.30853790002441E-06;15.4885;0.0000186194445946428
759;NO;R;23.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;JUV;37.2;06.août;2;5;NA;Infecte;3+5OnlyBat;759;21.886;1.85035756428013E-06;14.9305;0.0000265894172172052
760;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;36.6;06.juin;8;10;NA;Infecte;4;760;19.1955;6.91767633870826E-06;15.0535;0.0000299591143040544
761;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;JUV;36.4;06.avr;7;5;NA;Infecte;3+5OnlyBat;761;24.721;3.05167955967918E-07;17.965;3.82996385654139E-06
762;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;36.4;06.juil;5;5;NA;Infecte;3+5OnlyBat;762;24.73;3.0342692351769E-07;14.5555;0.0000337833072547523
763;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;38.7;09.mars;2;5;NA;Infecte;4;763;28.3405;1.74858495245247E-08;16.181;0.00001493096862387
764;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;37.5;08.juin;8;7;NA;plusADN;repassage2;764;32.987;NA;15.6345;0.0000209257643574441
765;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;38.6;07.févr;2;9;NA;Infecte;4;765;25.6675;1.00425977225418E-07;17.9965;4.86516573620705E-06
766;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;38.2;07.mai;4;15;NA;Infecte;3+5OnlyBat;766;20.433;4.66031465323633E-06;16.34;0.000010810169444774
767;NO;NO;23.08.2023;MaisonRiviere;46.492772;6.479149;M;NR;AD;38.5;08.mai;4;3;NA;Infecte;3+5OnlyBat;767;25.6885;1.6497620690775E-07;16.4375;0.0000101576730960197
768;NO;R;23.08.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;36.7;08.janv;14;10;NA;Infecte;4;768;21.8105;1.25104664291495E-06;14.961;0.0000317205859944782
769;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;38;06.mai;1;1;NA;Infecte;4;769;30.5245;4.19187580130135E-09;18.1215;4.50368074203553E-06
770;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;38.6;07.mars;2;5;NA;noInfect;repassage2;770;37.1265;0,00E+00;15.7465;0.000016694471781581
771;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;SAD;39.6;08.mai;0;10;NA;Infecte;repassage2;771;27.976;3.86247491271316E-08;16.931;7.90125549410722E-06
772;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;SAD;37.7;07.janv;3;8;NA;Infecte;4;772;25.161;1.39861198377618E-07;16.7095;0.0000107726602044894
773;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;37.6;06.juil;4;3;NA;Infecte;4;773;22.4275;8.35678431600956E-07;15.8595;0.0000182107257160374
774;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;AD;39;08.juil;2;2;NA;NoValeur;repassage2;774;29.7325;NA;17.6305;5.07974625303887E-06
775;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;AD;39.6;08.juin;3;8;NA;NoInfect;4;775;36.546;0,00E+00;19.0545;2.53104202530219E-06
776;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;SAD;39.2;07.janv;2;4;NA;plusADN;Repassage1;776;35.953;NA;19.3325;2.13171205302295E-06
777;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;35.7;06.janv;3;9;NA;Infecte;repassage2;777;25.2715;2.47844396537051E-07;16.349;0.000011410983931189
778;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;36.4;06.mars;1;6;NA;Infecte;4;778;32.3005;1.31221877786628E-09;25.376;5.1005619382359E-08
779;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;34.8;05.juin;1;10;NA;Infecte;4;779;25.128;1.42912291372592E-07;19.0855;2.48304108513469E-06
780;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;SAD;38.2;07.mars;1;1;NA;NoInfect;4;780;#DIV/0!;0,00E+00;24.391;9.37205360495349E-08
781;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;AD;38.2;8;2;13;NA;noInfect;repassage2;781;31.896;0,00E+00;17.956;4.13586257590916E-06
782;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;PL;AD;38.5;07.févr;1;13;NA;Infecte;repassage2;782;32.7425;1.45891453369063E-09;24.172;8.15988498425799E-08
783;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;SAD;36;07.janv;3;8;NA;Infecte;repassage2;783;26.9225;7.96788915126281E-08;17.625;5.09742120337136E-06
784;NO;NO;30.08.2023;Clarens;46.442706;6.879806;F;O;JUV;37.7;07.mars;0;0;NA;NA;NA;NA;NA;NA;NA;NA
785;NO;NO;30.08.2023;Clarens;46.442706;6.879806;M;R;AD;37.8;06.sept;3;3;NA;Infecte;4;785;28.568;1.5068652257162E-08;18.0245;0.0000047817504770987
786;L2227;NO;06.09.2023;LaCascade;46.545576;6.189664;F;O;JUV;39.2;7;2;2;NA;Infecte;4;786;25.168;1.39222418403942E-07;17.2785;7.58043635900641E-06
787;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;F;O;JUV;37.6;07.févr;1;3;NA;Infecte;4;787;28.8475;1.255143995985E-08;19.833;1.56485552987271E-06
788;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;F;O;JUV;38.4;07.févr;1;10;NA;plusADN;Repassage1;788;32.802;NA;21.146;6.95464038468304E-07
789;E2986;R;06.09.2023;LaCascade;46.545576;6.189664;M;R;JUV;35.7;07.avr;0;0;NA;Infecte;4;789;29.9175;6.23451412033607E-09;17.79;0.0000055269975285932
790;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;AD;38.1;07.juin;0;0;NA;NoInfect;4;790;34.2465;0,00E+00;18.6895;3.17107914569924E-06
791;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;JUV;36.6;07.mars;0;1;NA;NA;NA;NA;NA;NA;NA;NA
792;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;M;NR;AD;36.2;07.mai;3;6;NA;NoInfect;4;792;34.8245;0,00E+00;18.4865;3.59467698625431E-06
793;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;M;NR;SAD;35.1;06.août;3;3;NA;noInfect;repassage2;793;37.516;0,00E+00;21.849;3.5385116137596E-07
794;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;JUV;36.9;06.avr;0;4;NA;NA;NA;NA;NA;NA;NA;NA
795;L2262;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;SAD;37.2;8;2;2;NA;NoInfect;4;795;37.781;0,00E+00;20.29;1.18001740205108E-06
796;L2291;NO;06.09.2023;LaCascade;46.545576;6.189664;M;NR;SAD;37.2;06.août;0;5;NA;NoInfect;4;796;36.1105;0,00E+00;17.7585;5.63558288078817E-06
797;E2863;NO;06.09.2023;LaCascade;46.545576;6.189664;M;NR;AD;39.6;08.mai;0;2;NA;noInfect;repassage2;797;37.311;0,00E+00;18.8055;2.41863891791327E-06
798;L2289;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;AD;37.6;07.avr;0;0;NA;noInfect;repassage2;798;38.2775;0,00E+00;16.846;8.33699085838568E-06
799;L2299;NO;06.09.2023;LaCascade;46.545576;6.189664;M;R;SAD;37;06.août;3;2;NA;noInfect;repassage2;799;38.152;0,00E+00;18.8045;2.42016686109545E-06
800;NO;NO;06.09.2023;LaCascade;46.545576;6.189664;F;O;JUV;38.7;07.févr;3;3;NA;plusADN;repassage2;800;31.604;NA;25.5355;4.62203990806853E-08
801;NO;NO;07.09.2023;LesClees;46.727970;6.451232;M;R;AD;38.1;06.juil;3;6;NA;plusADN;repassage2;801;39.742;NA;17.668;4.96085775570829E-06
802;NO;NO;07.09.2023;LesClees;46.727970;6.451232;M;R;JUV;36.7;07.avr;0;2;NA;Infecte;repassage2;802;29.688;1.19075083717908E-08;16.9565;7.77503117980016E-06
803;NO;NO;07.09.2023;LesClees;46.727970;6.451232;F;O;JUV;38.4;08.avr;1;1;NA;Infecte;repassage2;803;24.801;3.4247341600894E-07;14.9635;0.0000273733896367015
804;NO;NO;07.09.2023;LesClees;46.727970;6.451232;M;R;JUV;37.9;08.août;0;2;NA;Infecte;4;804;32.3485;1.27166804254457E-09;16.731;0.000010630551456369
805;NO;NO;07.09.2023;LesClees;46.727970;6.451232;M;R;JUV;37.4;07.mars;0;2;NA;Infecte;4;805;26.2555;6.83672410762138E-08;17.459;6.78073581380059E-06
806;NO;NO;07.09.2023;LesClees;46.727970;6.451232;F;O;JUV;38.4;07.juin;0;5;NA;Infecte;4;806;27.1115;3.90602755307314E-08;16.0815;0.000015877345559103
807;NO;NO;07.09.2023;LesClees;46.727970;6.451232;M;R;AD;38.1;08.juin;0;4;NA;NoInfect;4;807;38.641;0,00E+00;17.333;7.32951279462357E-06
808;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;NR;AD;36.9;06.juin;0;2;NA;NoInfect;4;808;38.387;0,00E+00;24.0835;1.13323158244304E-07
809;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;AD;38.2;07.mars;1;2;NA;NoInfect;4;809;#DIV/0!;0,00E+00;15.805;0.000018834164181145
810;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;SAD;36.5;07.août;2;3;NA;NoInfect;4;810;#DIV/0!;0,00E+00;19.1495;2.38680271731191E-06
811;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;SAD;38;07.janv;0;4;NA;NA;NA;NA;NA;NA;NA;NA
812;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;JUV;36.3;08.janv;2;2;NA;Infecte;repassage2;812;30.679;6.02559586074356E-09;18.1265;3.71366327877308E-06
813;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;SAD;38.4;08.févr;0;0;NA;NoInfect;4;813;38.03;0,00E+00;18.668;3.21346999338346E-06
814;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;SAD;37.6;07.sept;1;2;NA;NoInfect;4;814;#DIV/0!;0,00E+00;17.427;6.91608807071447E-06
815;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;NR;AD;38.5;06.juil;0;1;NA;NoInfect;4;815;#DIV/0!;0,00E+00;16.883;9.67794749872021E-06
816;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;NR;NA;37.7;07.mai;0;3;NA;noInfect;repassage2;816;35.8255;0,00E+00;20.475;8.42698011803031E-07
817;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;SAD;36.8;07.mai;1;2;NA;NoInfect;4;817;37.907;0,00E+00;20.6005;9.74091571176562E-07
818;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;AD;37;08.févr;0;6;NA;NoInfect;4;818;#DIV/0!;0,00E+00;19.053;2.53338804468581E-06
819;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;AD;37;9;0;4;NA;NoInfect;4;819;35.3305;0,00E+00;20.7445;8.91195892056774E-07
820;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;NR;JUV;37.4;08.juin;0;0;NA;Infecte;4;820;29.583;7.75896929020067E-09;45886,00;8.56919279887709E-06
821;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;NR;AD;37.1;07.août;0;6;NA;Noinfect;Repassage1;821;35.514;0,00E+00;23.44;1.6862863730384E-07
822;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;M;R;JUV;37.9;7;1;1;NA;Infecte;4;822;24.2325;2.56685146605614E-07;21.411;5.90460686500663E-07
823;NO;NO;08.09.2023;Papiboum;46.580317;6.304337;F;O;SAD;39;08.janv;2;2;NA;Infecte;4;823;25.5785;1.06444438755227E-07;18.9165;2.75623677895965E-06
824;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;R;SAD;36.9;06.août;0;6;NA;Infecte;3+5OnlyBat;824;32.036;2.91700047050068E-09;18.8995;2.10883820646741E-06
825;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.8;06.mars;1;3;NA;Infecte;3+5OnlyBat;825;29.116;1.86689944959563E-08;18.358;2.97995462051082E-06
826;D2864;R;11.09.2023;Dorigny;46.521435;6.583685;M;NR;AD;39.3;8;0;4;NA;NoInfect;3+5OnlyBat;826;37.3165;0,00E+00;20.3585;8.30691606963737E-07
827;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.1;07.juil;5;7;NA;Infecte;3+5OnlyBat;827;31.583;3.89050091516899E-09;19.4285;1.50433069351028E-06
828;NO;R;11.09.2023;Dorigny;46.521435;6.583685;M;R;AD;38.7;06.août;1;8;NA;Infecte;4;828;28.2775;1.82213009374397E-08;20.916;8.01622608122507E-07
829;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;R;AD;36.7;08.sept;2;2;NA;NoInfect;4;829;39.5535;0,00E+00;17.9365;5.04884525652283E-06
830;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;NR;SAD;36.6;06.févr;4;5;NA;NoInfect;4;830;36.24;0,00E+00;17.6345;6.08416024177093E-06
831;NO;R;11.09.2023;Dorigny;46.521435;6.583685;F;O;AD;36.9;09.janv;5;11;NA;NoInfect;4;831;34.6655;0,00E+00;23.6665;1.46613814373798E-07
832;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;F;PL;AD;39.6;08.juin;1;11;NA;NoInfect;4;832;#DIV/0!;0,00E+00;25.643;4.3251169391604E-08
833;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.6;06.mai;0;2;NA;Infecte;3+5OnlyBat;833;32.1385;2.73298480451086E-09;20.163;9.41141706279235E-07
834;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;R;AD;37.4;7;1;1;NA;NoInfect;3+5OnlyBat;834;#DIV/0!;0,00E+00;18.5195;2.68796236407871E-06
835;NO;R;11.09.2023;Dorigny;46.521435;6.583685;F;PL;SAD;37.4;07.mars;2;4;NA;NoInfect;3+5OnlyBat;835;35.988;0,00E+00;19.6635;1.29471492431147E-06
836;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;F;O;JUV;36.5;09.janv;2;16;NA;Infecte;3+5OnlyBat;836;32.8895;1.69548209642619E-09;17.503;5.14416009221747E-06
837;NO;R;11.09.2023;Dorigny;46.521435;6.583685;M;NR;JUV;38.4;06.juil;5;8;NA;plusADN;repassage2;837;#DIV/0!;NA;17.77;4.33781688224341E-06
838;NO;NO;11.09.2023;Dorigny;46.521435;6.583685;M;R;SAD;36.6;07.janv;3;6;NA;plusADN;Repassage1;838;31.694;NA;16.498;9.77274662136555E-06
839;NO;R;11.09.2023;Dorigny;46.521435;6.583685;F;O;SAD;37.4;07.mars;2;7;NA;NoInfect;4;839;37.024;0,00E+00;18.8205;2.92460754836139E-06
840;NO;R;11.09.2023;Dorigny;46.521435;6.583685;F;O;JUV;37.8;07.avr;3;6;NA;Infecte;3+5OnlyBat;840;25.9355;1.41002543374181E-07;16.779;8.16753415928195E-06
841;NO;NO;14.09.2023;Baulmes;46.795214;6.520466;M;R;JUV;35.6;06.mars;1;1;0;Infecte;4;841;20.1275;3.76064821200228E-06;19.26;2.22933824046988E-06
842;NO;NO;14.09.2023;Baulmes;46.795214;6.520466;M;R;SAD;37.8;07.févr;0;4;0;Infecte;Repassage1;842;30.862;3.89907059480452E-09;17.671;4.62088816228406E-06
843;NO;NO;14.09.2023;Baulmes;46.795214;6.520466;F;PL;SAD;35.6;09.avr;5;8;0;Infecte;4;843;25.515;1.10957745947576E-07;16.5925;0.0000115799605948674
844;NO;NO;14.09.2023;Baulmes;46.795214;6.520466;M;R;AD;37;09.mai;4;12;0;Infecte;Repassage1;844;32.359;1.45464640194939E-09;18.104;3.50467547279224E-06
845;NO;NO;14.09.2023;Baulmes;46.795214;6.520466;M;R;JUV;37.5;06.juil;2;1;0;NoInfect;3+5OnlyBat;845;38.7805;0,00E+00;23.793;9.26828639739208E-08
846;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;JUV;37.3;09.avr;3;8;NA;Noinfect;Repassage1;846;#DIV/0!;0,00E+00;16.781;0.0000103072729486412
847;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;34.4;06.sept;0;7;NA;Noinfect;Repassage1;847;37.199;0,00E+00;17.366;0.0000056144434391612
848;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;F;O;JUV;37.7;8;1;3;NA;NA;NA;NA;NA;NA;NA;NA
849;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;SAD;37.4;06.août;0;1;NA;NoInfect;3+5OnlyBat;849;31.959;0,00E+00;17.6715;4.61941308049567E-06
850;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;SAD;37.3;07.mai;1;3;NA;NoInfect;4;850;34.2035;0,00E+00;21.55;5.41883066001033E-07
851;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;36.9;06.août;1;7;NA;plusADN;Repassage1;851;28.32;NA;16.567;9.35151260444928E-06
852;NO;NO;19.09.2023;MaisonRiviere;46.492772;6.479149;M;R;JUV;38.1;09.juin;4;12;NA;Infecte;Repassage1;852;32.816;1.0765559690436E-09;18.328;3.96438629103999E-06
853;NO;NO;20.09.2023;Provence;46.884825;6.659766;M;R;AD;37.5;8;0;3;NA;NoInfect;4;853;32.901;0,00E+00;18.0305;0.0000047640626911975
854;NO;NO;20.09.2023;Provence;46.884825;6.659766;M;R;SAD;36.8;08.août;0;1;NA;NoInfect;4;854;36.677;0,00E+00;18.5975;3.35648872868309E-06
855;NO;NO;20.09.2023;Provence;46.884825;6.659766;M;NR;SAD;36.9;07.avr;1;6;NA;NoInfect;3+5OnlyBat;855;32.614;0,00E+00;17.622;4.76775490087065E-06
856;NO;NO;20.09.2023;Provence;46.884825;6.659766;M;R;JUV;37.3;07.mai;1;7;NA;Infecte;4;856;26.305;6.61895682803788E-08;17.3055;7.45506984698063E-06
857;NO;NO;03.10.2023;MaisonRiviere;46.492772;6.479149;M;NR;AD;37.5;07.avr;0;3;NA;NoInfect;4;857;36.7985;0,00E+00;17.9075;5.14009363037509E-06
858;NO;R;03.10.2023;MaisonRiviere;46.492772;6.479149;F;O;SAD;37;08.janv;1;3;NA;Infecte;4;858;28.674;1.40594822210999E-08;18.1525;4.41826892047316E-06
859;NO;NO;03.10.2023;MaisonRiviere;46.492772;6.479149;M;R;AD;37.1;07.juin;0;2;NA;NoInfect;4;859;35.0955;0,00E+00;16.7805;0.0000103104565642696
860;NO;R;04.10.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.2;07.févr;0;2;NA;NoInfect;4;860;36.5395;0,00E+00;17.683;5.90460686500663E-06
861;NO;R;04.10.2023;Dorigny;46.521435;6.583685;M;R;JUV;37.3;07.juin;0;12;NA;NoInfect;4;861;34.4625;0,00E+00;17.1925;7.99397665299437E-06
862;NO;R;04.10.2023;Dorigny;46.521435;6.583685;F;O;JUV;37.7;07.août;2;5;NA;Infecte;repassage2;862;32.2625;2.02914663804635E-09;17.6725;0.0000049467794191201
863;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;M;R;AD;37.2;07.févr;1;3;NA;NoInfect;4;863;37.01;0,00E+00;19.7375;1.65993545680887E-06
864;NO;R;04.10.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.8;07.sept;1;14;NA;Infecte;4;864;29.3555;9.00360345162078E-09;20.573;9.90778091799395E-07
865;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.9;7;1;9;NA;Infecte;4;865;27.7735;2.53349781422438E-08;22.724;2.6241666770601E-07
866;NO;R;04.10.2023;Dorigny;46.521435;6.583685;F;O;JUV;38.6;9;2;11;NA;Infecte;repassage2;866;29.487;1.36716488600761E-08;17.7605;4.67936051120494E-06
867;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;M;NR;JUV;37.6;06.avr;0;2;NA;NoInfect;4;867;37.949;0,00E+00;20.5215;1.02280012523841E-06
868;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;M;R;JUV;38;07.mai;0;5;NA;NoValeur;repassage2;868;33.243;NA;16.4455;0.0000107363270451604
869;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;F;O;SAD;36.9;07.févr;0;3;NA;Infecte;Repassage1;869;32.367;1.44700192058233E-09;19.255;2.23623359385331E-06
870;NO;NO;04.10.2023;Dorigny;46.521435;6.583685;M;R;AD;36.7;08.avr;0;11;NA;NoInfect;4;870;32.9295;0,00E+00;18.9255;2.74095787166946E-06
871;NO;R;04.10.2023;Dorigny;46.521435;6.583685;M;R;AD;38.5;07.avr;0;5;NA;NoInfect;4;871;36.996;0,00E+00;20.256;1.20505975775561E-06
872;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;O;AD;36.7;07.août;8;10;NA;Infecte;3+5OnlyBat;872;24.711;3.07114155463226E-07;12.736;0.0000799818742840711
873;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;36.6;09.janv;13;3;NA;NA;NA;NA;NA;NA;NA;NA
874;NO;R;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;38.6;06.sept;2;4;NA;NoInfect;3+5OnlyBat;874;36.523;0,00E+00;11.794;0.000150172421239659
875;NO;R;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;35.6;06.mars;4;1;NA;Infecte;3;875;28.1305;1.83631547721605E-08;17.6525;6.49863137476418E-06
876;NO;R;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;37.3;07.juin;12;6;NA;NA;NA;NA;NA;NA;NA;NA
877;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;36.9;08.avr;12;14;NA;NA;NA;NA;NA;NA;NA;NA
878;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;38.3;08.févr;0;2;NA;NA;NA;NA;NA;NA;NA;NA
879;NO;R;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;36.6;07.janv;0;4;NA;Infecte;3+5OnlyBat;879;30.184;9.46795558693519E-09;17.4205;3.48662210684937E-06
880;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;36.9;08.avr;3;9;NA;NA;NA;NA;NA;NA;NA;NA
881;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;37.5;07.juil;0;10;NA;NoInfect;3;881;36.579;0,00E+00;16.706;0.0000117326333809871
882;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;38.4;09.juil;6;8;NA;NA;NA;NA;NA;NA;NA;NA
883;D2870;R;04.06.2024;Dorigny;46.521435;6.583685;M;NR;AD;36.8;07.avr;3;5;NA;NoInfect;3;883;36.6595;0,00E+00;17.727;0.0000062033563258452
884;NO;NO;04.06.2024;Dorigny;46.521435;6.583685;F;P;AD;39.1;9;25;11;NA;NA;NA;NA;NA;NA;NA;NA
885;NO;R;05.06.2024;MaisonRiviere;46.492772;6.479149;F;P;AD;38.7;10.avr;26;6;NA;NA;NA;NA;NA;NA;NA;NA
886;NO;R;05.06.2024;MaisonRiviere;46.492772;6.479149;F;P;AD;38.2;10;14;6;NA;NA;NA;NA;NA;NA;NA;NA
887;NO;NO;05.06.2024;MaisonRiviere;46.492772;6.479149;M;NR;SAD;37.8;07.juil;13;1;NA;Infecte;3;887;31.6125;1.93988883416862E-09;19.141;2.56640398129258E-06
